filename,word_count,long_video,deep_review_priority,novelty_score,coverage_score,rules_hit,rules_list
+$8.5k Trading Two Leading Gappers (NASDAQ $WHLM $PBTS) Recap by Ross Cameron.txt,2490,True,True,0.9771,0.0229,13,SCRN-001_news_catalyst|SCRN-009_short_interest|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-006_bull_flag|ENTR-009_topping_tails|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
Nice win today! Day Trading Recap by Ross Cameron.txt,3276,True,True,0.9771,0.0229,11,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-010_front_back_side|STOP-004_thirty_pct_soft_stop|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range
Starting The Week Green! +$19k Ross's Trade Recap.txt,1893,True,True,0.9771,0.0229,8,SCRN-001_news_catalyst|ENTR-004_micro_pullback|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
WHAT ! Over 300% in 1 day with a Gap on the Daily Chart from $27.50 to $156.txt,4351,True,True,0.9771,0.0229,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-005_vwap|ENTR-007_order_spoofing|ENTR-009_topping_tails|PROF-002_scale_out|PROF-004_size_up_hot|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
+$6.6k on (NASDAQ EVK) Recap by Ross Cameron.txt,2830,True,True,0.977,0.023,13,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-006_bull_flag|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
+$6k on AIHS +138% Ross's Trade Recap.txt,3037,True,True,0.977,0.023,15,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-008_double_bottom|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
Case Study on NURO +$123k in 3 days! by Ross Cameron.txt,4403,True,True,0.977,0.023,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-008_sector_theme|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-008_double_bottom|ENTR-009_topping_tails|STOP-006_halt_offering|PROF-004_size_up_hot|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
Day Trading Morning Show with Ross Cameron.txt,3638,True,True,0.977,0.023,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-009_short_interest|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-007_order_spoofing|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-006_power_hour
Day Trading the Leading Pre-Market Gainers.txt,4533,True,True,0.977,0.023,19,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-008_double_bottom|STOP-007_position_stop|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range
Gap and Go Short Squeeze at the Opening Bell.txt,3290,True,True,0.977,0.023,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-001_macd_gate|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-003_fifty_pct_daily_stop|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days|TIMING-006_power_hour
Inner Circle Trading Day 2 Ross' Trade Recap.txt,1854,True,True,0.977,0.023,9,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
+$2k After an Uphill Battle Ross's Trade Recap.txt,2990,True,True,0.9769,0.0231,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
A Big Green Day! Ross' Trade Recap.txt,4470,True,True,0.9769,0.0231,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Day 38 +$2.7k After a Long Weekend! Ross's Trade Recap.txt,4275,True,True,0.9769,0.0231,17,SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-006_bull_flag|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Something Changed....txt,2241,True,True,0.9769,0.0231,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-008_sector_theme|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|TIMING-001_premarket_watch
The Small Cap Hot Cold Cycle....txt,3118,True,True,0.9769,0.0231,12,SCRN-001_news_catalyst|SCRN-003_float|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days|TIMING-006_power_hour
[LIVE] DAY TRADING Morning Show 9 00 - 9 30am ET with Ross Cameron [MKNP9Vxb91s].txt,3765,True,True,0.9769,0.0231,16,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-009_short_interest|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-002_scale_out|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
[LIVE] Live Day Trading Morning Show with Ross Cameron #stocks #daytrading [UVF8jB7Kirs].txt,2448,True,True,0.9769,0.0231,15,SCRN-001_news_catalyst|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-007_order_spoofing|ENTR-008_double_bottom|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
+$15k Gap and Go! On $FULC Day Trading Recap by Ross Cameron.txt,3172,True,True,0.9768,0.0232,11,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-006_halt_offering|MKTCOND-003_cheap_gappers|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range
Day 47 +$15k on Energy & Biotech Stocks Ross's Trade Recap.txt,3934,True,True,0.9768,0.0232,14,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-008_sector_theme|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Finishing the week with a 229% Short Squeeze!.txt,2441,True,True,0.9768,0.0232,9,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-004_micro_pullback|ENTR-008_double_bottom|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-005_cold_market|TIMING-003_midday_dead
MOMO is Back! +$24k in Two Days Ross's Trade Recap.txt,5457,True,True,0.9768,0.0232,18,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-002_scale_out|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Slow & Steady Wins the Race!.txt,2262,True,True,0.9768,0.0232,13,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-005_cold_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days
Stuck On The Wrong Side of a Trade -$6k Ross's Trade Recap.txt,2859,True,True,0.9768,0.0232,14,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-006_bull_flag|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-006_halt_offering|PROF-001_dont_cap_green|PROF-005_cold_market|TIMING-001_premarket_watch|TIMING-002_opening_range
Trading Multiple 100% Short Squeezes.txt,2632,True,True,0.9768,0.0232,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-007_foreign_stocks|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|STOP-004_thirty_pct_soft_stop|STOP-005_fifty_pct_retrace|MKTCOND-001_cold_hot_framework|TIMING-002_opening_range
+$20k on (NASDAQ MEDS) Recap by Ross Cameron.txt,1989,True,True,0.9767,0.0233,8,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-004_thirty_pct_soft_stop|MKTCOND-002_leading_gapper|TIMING-002_opening_range
+$28k on (NASDAQ DBGI AUUD CERE & MRIN) Recap by Ross Cameron.txt,2061,True,True,0.9767,0.0233,10,SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-002_scale_out|PROF-004_size_up_hot|TIMING-001_premarket_watch|TIMING-002_opening_range
2nd Big Green Day in a Row +$25k Ross's Trade Recap.txt,5425,True,True,0.9767,0.0233,20,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-006_bull_flag|ENTR-009_topping_tails|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Building Up The Trading Cushion Ross' Trade Recap.txt,5079,True,True,0.9767,0.0233,18,SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length|TIMING-006_power_hour
Red on 2 3 Stocks.txt,3189,True,True,0.9767,0.0233,19,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-005_session_length
From Red To Green +$10k Ross's Trade Recap.txt,4431,True,True,0.9766,0.0234,13,SCRN-001_news_catalyst|SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
How a Slow Morning Turned Into the BEST Day of the Week!.txt,2535,True,True,0.9766,0.0234,12,SCRN-001_news_catalyst|SCRN-003_float|ENTR-001_macd_gate|ENTR-005_vwap|ENTR-009_topping_tails|STOP-004_thirty_pct_soft_stop|STOP-006_halt_offering|PROF-001_dont_cap_green|PROF-005_cold_market|TIMING-002_opening_range|TIMING-004_no_trade_days|TIMING-006_power_hour
I Can't Believe I BOTCHED the Biggest Winner Today!.txt,2698,True,True,0.9766,0.0234,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-009_topping_tails|PROF-006_start_small|TIMING-001_premarket_watch
Mid-Day Recap on Day 16 $CDTI and $OMEX.txt,9847,True,True,0.9766,0.0234,23,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-006_bull_flag|ENTR-007_order_spoofing|ENTR-009_topping_tails|STOP-005_fifty_pct_retrace|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
NYC Trading Ross' Trade Recap.txt,3906,True,True,0.9766,0.0234,12,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-006_bull_flag|STOP-004_thirty_pct_soft_stop|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead
TODAY'S RECAP.txt,4210,True,True,0.9766,0.0234,15,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-005_vwap|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-005_session_length
[LIVE] $SOPA +38% Live Stock Market Trading - DAY TRADING with Ross!.txt,3542,True,True,0.9766,0.0234,14,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-004_price_range|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
$REVB +100% on the Reverse Split $RVSN $PALI $ONMD.txt,5904,True,True,0.9765,0.0235,19,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-002_scale_out|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
+$5.7k After Giving Back Half My Profits Ross's Trade Recap.txt,3771,True,True,0.9765,0.0235,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length
ANOTHER Biotech Stock Squeezing on Breaking News!.txt,4778,True,True,0.9765,0.0235,21,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-007_foreign_stocks|SCRN-008_sector_theme|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-005_vwap|ENTR-006_bull_flag|ENTR-009_topping_tails|STOP-006_halt_offering|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
If only it weren't for 1 nagging little comment....txt,3854,True,True,0.9765,0.0235,17,SCRN-001_news_catalyst|SCRN-006_reverse_splits|SCRN-008_sector_theme|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Locking Up Profits Trading a 160% Squeeze.txt,3871,True,True,0.9765,0.0235,15,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Watch List for MONDAY after the +280% China Squeeze on Friday!.txt,6100,True,True,0.9765,0.0235,26,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|STOP-005_fifty_pct_retrace|STOP-006_halt_offering|STOP-007_position_stop|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-006_start_small|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length|TIMING-006_power_hour
[LIVE] $GETY +150% (Getty Images) Day Trading Morning Show with Ross Cameron #stocks #daytrading.txt,4796,True,True,0.9765,0.0235,16,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-009_short_interest|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-005_fifty_pct_retrace|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
$7K on My 7th Green Day! Ross' Trade Recap.txt,2752,True,True,0.9764,0.0236,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|PROF-001_dont_cap_green|PROF-003_daily_goals|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-005_session_length
$BXRX Leading Gapper +94%.txt,2051,True,True,0.9764,0.0236,10,SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|PROF-001_dont_cap_green|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch
$GNS +70% on the Gap Scanners.txt,1377,False,False,0.9764,0.0236,7,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|ENTR-008_double_bottom|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|MKTCOND-002_leading_gapper
Focusing On Green Days +$5K Ross' Trade Recap.txt,2595,True,True,0.9764,0.0236,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-002_opening_range|TIMING-003_midday_dead
Recap +$18k (NASDAQ SPRT) Recap by Ross Cameron.txt,3380,True,True,0.9764,0.0236,11,SCRN-001_news_catalyst|SCRN-003_float|ENTR-004_micro_pullback|ENTR-006_bull_flag|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
Was this a terrible idea.txt,3114,True,True,0.9764,0.0236,14,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|ENTR-001_macd_gate|ENTR-003_dollar_levels|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
$500 in the AM Day Trading Ross' Monday Recap.txt,1920,True,True,0.9763,0.0237,11,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
$MGAM $FAZE Daily Goal x3.txt,5500,True,True,0.9763,0.0237,19,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-008_double_bottom|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
2 Days in a Row!!.txt,3734,True,True,0.9763,0.0237,19,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-003_dollar_levels|ENTR-009_topping_tails|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-005_session_length
A PICTURE PERFECT TRADE.txt,3748,True,True,0.9763,0.0237,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-008_double_bottom|ENTR-009_topping_tails|STOP-006_halt_offering|TIMING-003_midday_dead|TIMING-005_session_length
A Surprise 200% Short Squeeze on Chinese Stock HKD.txt,3485,True,True,0.9763,0.0237,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-005_vwap|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-005_cold_market|PROF-006_start_small|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-004_no_trade_days
Energy Squeeze Day Trading Recap by Ross Cameron.txt,2381,True,True,0.9763,0.0237,10,SCRN-005_daily_chart_room|SCRN-008_sector_theme|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|TIMING-001_premarket_watch|TIMING-002_opening_range
Losing -$18k during the Live Day Trading Morning Show with Ross Cameron.txt,3206,True,True,0.9763,0.0237,14,SCRN-003_float|SCRN-004_price_range|SCRN-008_sector_theme|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-007_order_spoofing|ENTR-008_double_bottom|ENTR-009_topping_tails|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range
(NASDAQ WORX) +50% Recap by Ross Cameron.txt,1646,True,True,0.9762,0.0238,7,SCRN-003_float|ENTR-002_fcnh|STOP-004_thirty_pct_soft_stop|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch
+$20k on $APOP & $CYTH Recap by Ross Cameron.txt,2663,True,True,0.9762,0.0238,11,SCRN-001_news_catalyst|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-009_topping_tails|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
+$34k on (NASDAQ SNOA) Day Trading Recap by Ross Cameron.txt,3123,True,True,0.9762,0.0238,14,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
